Source,Title,Year,# Citations,Authors,Journal,Type,Abstract,PDF,BibTex,DOI,Published,Matched_title
Google Scholar,AI Asset Management: a Case Study with the Asset Administration Shell (AAS),2022,5,"Rauh, Lukas and Reichardt, Mike and Schotten, Hans D",,inproceedings,,,"@inproceedings{rauh2022ai,
  title={AI Asset Management: a Case Study with the Asset Administration Shell (AAS)},
  author={Rauh, Lukas and Reichardt, Mike and Schotten, Hans D},
  booktitle={2022 IEEE 27th International Conference on Emerging Technologies and Factory Automation (ETFA)},
  pages={1--8},
  year={2022},
  organization={IEEE}
}",,No,
Google Scholar,Monitoring and Adapting ML Models on Mobile Devices,2023,1,"Hao, Wei and Wang, Zixi and Hong, Lauren and Li, Lingxiao and Karayanni, Nader and Mao, Chengzhi and Yang, Junfeng and Cidon, Asaf",arXiv preprint arXiv:2305.07772,article,,https://arxiv.org/pdf/2305.07772,"@article{hao2023monitoring,
  title={Monitoring and Adapting ML Models on Mobile Devices},
  author={Hao, Wei and Wang, Zixi and Hong, Lauren and Li, Lingxiao and Karayanni, Nader and Mao, Chengzhi and Yang, Junfeng and Cidon, Asaf},
  journal={arXiv preprint arXiv:2305.07772},
  year={2023}
}",,No,
Google Scholar,Ionic transistor--A new generation memory device,2022,0,"Podder, Deberati and Hurley, Paul",The Boolean: Snapshots of Doctoral Research at University College Cork,article,,https://cora.ucc.ie/bitstream/handle/10468/13921/35_Boolean_Podder.pdf?sequence=1&isAllowed=y,"@article{podder2022ionic,
  title={Ionic transistor--A new generation memory device},
  author={Podder, Deberati and Hurley, Paul},
  journal={The Boolean: Snapshots of Doctoral Research at University College Cork},
  volume={6},
  number={1},
  pages={215--221},
  year={2022},
  publisher={The Boolean, University College Cork}
}",,No,
Google Scholar,The evolution of artificial intelligence in the automotive industry,2021,3,"Gupta, Shuchita and Amaba, Ben and McMahon, Mike and Gupta, Kunal",,inproceedings,,,"@inproceedings{gupta2021evolution,
  title={The evolution of artificial intelligence in the automotive industry},
  author={Gupta, Shuchita and Amaba, Ben and McMahon, Mike and Gupta, Kunal},
  booktitle={2021 Annual Reliability and Maintainability Symposium (RAMS)},
  pages={1--7},
  year={2021},
  organization={IEEE}
}",,No,
Google Scholar,Machine learning-based network status detection and fault localization,2021,20,"Mohammed, Ay{\c{s",IEEE Transactions on instrumentation and measurement,article,,https://ieeexplore.ieee.org/iel7/19/4407674/09474482.pdf,"@article{mohammed2021machine,
  title={Machine learning-based network status detection and fault localization},
  author={Mohammed, Ay{\c{s}}e Rumeysa and Mohammed, Shady A and C{\^o}t{\'e}, David and Shirmohammadi, Shervin},
  journal={IEEE Transactions on instrumentation and measurement},
  volume={70},
  pages={1--10},
  year={2021},
  publisher={IEEE}
}",,No,
Google Scholar,Is My Model Up-to-date? Detecting CoViD-19 Variants by Machine Learning,2023,0,"Avci, Oguzhan and Pozzi, Giuseppe",,inproceedings,,https://ceur-ws.org/Vol-3379/HeDAI_2023_paper401.pdf,"@inproceedings{avci2023my,
  title={Is My Model Up-to-date? Detecting CoViD-19 Variants by Machine Learning},
  author={Avci, Oguzhan and Pozzi, Giuseppe},
  booktitle={2023 Workshops of the EDBT/ICDT Joint Conference, EDBT/ICDT-WS 2023},
  year={2023}
}",,No,
Google Scholar,"Protecting AI: We built the brains, but what about helmets?",2021,1,"Campbell, Mark",Computer,article,,https://www.researchgate.net/profile/Mark-Campbell-42/publication/356687591_Protecting_AI_We_Built_the_Brains_but_What_About_Helmets/links/63a7366bc3c99660eb9ff359/Protecting-AI-We-Built-the-Brains-but-What-About-Helmets.pdf,"@article{campbell2021protecting,
  title={Protecting AI: We built the brains, but what about helmets?},
  author={Campbell, Mark},
  journal={Computer},
  volume={54},
  number={12},
  pages={88--91},
  year={2021},
  publisher={IEEE Computer Society}
}",,No,
Google Scholar,AI Security and Safety: The PRALab Research Experience,2023,0,"Demontis, Ambra and Pintor, Maura and Demetrio, Luca and Sotgiu, Angelo and Angioni, Daniele and Piras, Giorgio and Gupta, Srishti and Biggio, Battista and Roli, Fabio and others",,inproceedings,,https://iris.unica.it/bitstream/11584/377243/1/119.pdf,"@inproceedings{demontis2023ai,
  title={AI Security and Safety: The PRALab Research Experience},
  author={Demontis, Ambra and Pintor, Maura and Demetrio, Luca and Sotgiu, Angelo and Angioni, Daniele and Piras, Giorgio and Gupta, Srishti and Biggio, Battista and Roli, Fabio and others},
  booktitle={CEUR WORKSHOP PROCEEDINGS},
  volume={3486},
  pages={324--328},
  year={2023},
  organization={CEUR-WS Team, Redaktion Sun SITE}
}",,No,
Google Scholar,Seascape: a due-diligence framework for algorithm acquisition,2022,0,"Pitts, Christopher and Danford, Forest and Moore, Emily and Marchetto, William and Qiu, Henry and Ross, Leon and Pitts, Todd",,inproceedings,,https://www.cwpitts.com/assets/pdf/seascape-spie-2022-slides.pdf,"@inproceedings{pitts2022seascape,
  title={Seascape: a due-diligence framework for algorithm acquisition},
  author={Pitts, Christopher and Danford, Forest and Moore, Emily and Marchetto, William and Qiu, Henry and Ross, Leon and Pitts, Todd},
  booktitle={Artificial Intelligence and Machine Learning in Defense Applications IV},
  volume={12276},
  pages={107--115},
  year={2022},
  organization={SPIE}
}",,No,
Google Scholar,Towards a B2B integration framework for smart services in Industry 4.0,2023,7,"Schubert, Viktor and Kuehner, Steffen and Krauss, Tobias and Trat, Martin and Bender, Janek",Procedia Computer Science,article,,https://www.sciencedirect.com/science/article/pii/S1877050922024504/pdf?md5=609ebf4a6201bc7475d35be10b4a9daa&pid=1-s2.0-S1877050922024504-main.pdf,"@article{schubert2023towards,
  title={Towards a B2B integration framework for smart services in Industry 4.0},
  author={Schubert, Viktor and Kuehner, Steffen and Krauss, Tobias and Trat, Martin and Bender, Janek},
  journal={Procedia Computer Science},
  volume={217},
  pages={1649--1659},
  year={2023},
  publisher={Elsevier}
}",,No,
Google Scholar,Managed Geo-Distributed Feature Store: Architecture and System Design,2023,0,"Li, Anya and Ranganathan, Bhala and Pan, Feng and Zhang, Mickey and Xu, Qianjun and Li, Runhan and Raman, Sethu and Shah, Shail Paragbhai and Tang, Vivienne",arXiv preprint arXiv:2305.20077,article,,https://arxiv.org/pdf/2305.20077,"@article{li2023managed,
  title={Managed Geo-Distributed Feature Store: Architecture and System Design},
  author={Li, Anya and Ranganathan, Bhala and Pan, Feng and Zhang, Mickey and Xu, Qianjun and Li, Runhan and Raman, Sethu and Shah, Shail Paragbhai and Tang, Vivienne},
  journal={arXiv preprint arXiv:2305.20077},
  year={2023}
}",,No,
Google Scholar,Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies,2022,2,"Shrivastava, Saurabh and Srivastav, Neelanjali and Sheth, Rajesh and Karmarkar, Rohan and Arora, Kamal",,book,,,"@book{shrivastava2022solutions,
  title={Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies},
  author={Shrivastava, Saurabh and Srivastav, Neelanjali and Sheth, Rajesh and Karmarkar, Rohan and Arora, Kamal},
  year={2022},
  publisher={Packt Publishing Ltd}
}",,No,
Google Scholar,Distributed deep learning on edge-devices: feasibility via adaptive compression,2017,81,"Hardy, Corentin and Le Merrer, Erwan and Sericola, Bruno",,inproceedings,,https://arxiv.org/pdf/1702.04683,"@inproceedings{hardy2017distributed,
  title={Distributed deep learning on edge-devices: feasibility via adaptive compression},
  author={Hardy, Corentin and Le Merrer, Erwan and Sericola, Bruno},
  booktitle={2017 IEEE 16th international symposium on network computing and applications (NCA)},
  pages={1--8},
  year={2017},
  organization={IEEE}
}",,No,
Google Scholar,Adversarial Attacks and Defenses for Deployed AI Models,2022,1,"Gupta, Kishor Datta and Dasgupta, Dipankar",IT Professional,article,,,"@article{gupta2022adversarial,
  title={Adversarial Attacks and Defenses for Deployed AI Models},
  author={Gupta, Kishor Datta and Dasgupta, Dipankar},
  journal={IT Professional},
  volume={24},
  number={4},
  pages={37--41},
  year={2022},
  publisher={IEEE}
}",,No,
Google Scholar,Easyfl: A low-code federated learning platform for dummies,2022,34,"Zhuang, Weiming and Gan, Xin and Wen, Yonggang and Zhang, Shuai",IEEE Internet of Things Journal,article,,https://arxiv.org/pdf/2105.07603,"@article{zhuang2022easyfl,
  title={Easyfl: A low-code federated learning platform for dummies},
  author={Zhuang, Weiming and Gan, Xin and Wen, Yonggang and Zhang, Shuai},
  journal={IEEE Internet of Things Journal},
  volume={9},
  number={15},
  pages={13740--13754},
  year={2022},
  publisher={IEEE}
}",,No,
Google Scholar,Online Data Drift Detection for Anomaly Detection Services based on Deep Learning towards Multivariate Time Series,2023,0,"Tan, Gou and Chen, Pengfei and Li, Min",,inproceedings,,,"@inproceedings{tan2023online,
  title={Online Data Drift Detection for Anomaly Detection Services based on Deep Learning towards Multivariate Time Series},
  author={Tan, Gou and Chen, Pengfei and Li, Min},
  booktitle={2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security (QRS)},
  pages={1--11},
  year={2023},
  organization={IEEE}
}",,No,
Google Scholar,Ethics-by-design: the next frontier of industrialization,2022,6,"Bourgais, Aur{\'e",AI and Ethics,article,,,"@article{bourgais2022ethics,
  title={Ethics-by-design: the next frontier of industrialization},
  author={Bourgais, Aur{\'e}lien and Ibnouhsein, Issam},
  journal={AI and Ethics},
  volume={2},
  number={2},
  pages={317--324},
  year={2022},
  publisher={Springer}
}",,No,
Google Scholar,Architectural design decisions for the machine learning workflow,2022,11,"Warnett, Stephen John and Zdun, Uwe",Computer,article,,https://eprints.cs.univie.ac.at/7297/1/COMSI-2021-07-0084.R2_Warnett.pdf,"@article{warnett2022architectural,
  title={Architectural design decisions for the machine learning workflow},
  author={Warnett, Stephen John and Zdun, Uwe},
  journal={Computer},
  volume={55},
  number={3},
  pages={40--51},
  year={2022},
  publisher={IEEE}
}",,No,
Google Scholar,A Human-Centric Take on Model Monitoring,2022,3,"Shergadwala, Murtuza N and Lakkaraju, Himabindu and Kenthapadi, Krishnaram",arXiv preprint arXiv:2206.02868,article,,https://arxiv.org/pdf/2206.02868,"@article{shergadwala2022human,
  title={A Human-Centric Take on Model Monitoring},
  author={Shergadwala, Murtuza N and Lakkaraju, Himabindu and Kenthapadi, Krishnaram},
  journal={arXiv preprint arXiv:2206.02868},
  year={2022}
}",,No,
Google Scholar,Data analysis and machine learning-based modeling for real-time production,2023,0,"Prabha, S Chandra and Sivaraaj, P and Lakshmi, S Kantha",The Scientific Temper,article,,https://scientifictemper.com/index.php/tst/article/download/680/418,"@article{prabha2023data,
  title={Data analysis and machine learning-based modeling for real-time production},
  author={Prabha, S Chandra and Sivaraaj, P and Lakshmi, S Kantha},
  journal={The Scientific Temper},
  volume={14},
  number={03},
  pages={637--640},
  year={2023}
}",,No,
Google Scholar,Bringing ML models into mainstream applications by enabling cloud platform connections,2022,0,"Pinto, Rafael and Agurov, Ilya and Emreis, Roman and Koniaev-Gurchenko, Iurii and Zolotukhin, Dmitrii and Huleu, Viktar and Shulikin, Evgeny and Derevyanka, Andrey and Shashkin, Pavel and Krug, Maksim and others",,inproceedings,,,"@inproceedings{pinto2022bringing,
  title={Bringing ML models into mainstream applications by enabling cloud platform connections},
  author={Pinto, Rafael and Agurov, Ilya and Emreis, Roman and Koniaev-Gurchenko, Iurii and Zolotukhin, Dmitrii and Huleu, Viktar and Shulikin, Evgeny and Derevyanka, Andrey and Shashkin, Pavel and Krug, Maksim and others},
  booktitle={Second International Meeting for Applied Geoscience \& Energy},
  pages={1472--1476},
  year={2022},
  organization={Society of Exploration Geophysicists and American Association of Petroleum~…}
}",,No,
Google Scholar,Real-time biosignal recording and machine-learning analysis system,2022,5,"Li, Hanrui and Wang, Junzhe and Zhao, Shiqi and Tian, Fengshi and Yang, Jie and Sawan, Mohamad",,inproceedings,,https://www.researchgate.net/profile/Jie-Yang-2/publication/363312089_Real-time_Biosignal_Recording_and_Machine-Learning_Analysis_System/links/632d4a8a8a308c7400983c23/Real-time-Biosignal-Recording-and-Machine-Learning-Analysis-System.pdf,"@inproceedings{li2022real,
  title={Real-time biosignal recording and machine-learning analysis system},
  author={Li, Hanrui and Wang, Junzhe and Zhao, Shiqi and Tian, Fengshi and Yang, Jie and Sawan, Mohamad},
  booktitle={2022 IEEE 4th International Conference on Artificial Intelligence Circuits and Systems (AICAS)},
  pages={427--430},
  year={2022},
  organization={IEEE}
}",,No,
Google Scholar,"Towards automated ml model monitoring: Measure, improve and quantify data quality",2020,8,"Rukat, Tammo and Lange, Dustin and Schelter, Sebastian and Biessmann, Felix",,article,,https://www.amazon.science/publications/towards-automated-data-quality-management-for-machine-learning,"@article{rukat2020towards,
  title={Towards automated ml model monitoring: Measure, improve and quantify data quality},
  author={Rukat, Tammo and Lange, Dustin and Schelter, Sebastian and Biessmann, Felix},
  year={2020}
}",,No,
Google Scholar,Azure DevOps for Web Developers,,0,"Ambily, KK",,article,,,"@article{ambilyazure,
  title={Azure DevOps for Web Developers},
  author={Ambily, KK},
  publisher={Springer}
}",,No,
Google Scholar,Adaptive Method for Machine Learning Model Selection in Data Science Projects,2022,1,"Tavares, Cristina and Nascimento, Nathalia and Alencar, Paulo and Cowan, Donald",,inproceedings,,,"@inproceedings{tavares2022adaptive,
  title={Adaptive Method for Machine Learning Model Selection in Data Science Projects},
  author={Tavares, Cristina and Nascimento, Nathalia and Alencar, Paulo and Cowan, Donald},
  booktitle={2022 IEEE International Conference on Big Data (Big Data)},
  pages={2682--2688},
  year={2022},
  organization={IEEE}
}",,No,
Google Scholar,Reckoning with the Disagreement Problem: Explanation Consensus as a Training Objective,2023,1,"Schwarzschild, Avi and Cembalest, Max and Rao, Karthik and Hines, Keegan and Dickerson, John",arXiv preprint arXiv:2303.13299,article,,https://arxiv.org/pdf/2303.13299,"@article{schwarzschild2023reckoning,
  title={Reckoning with the Disagreement Problem: Explanation Consensus as a Training Objective},
  author={Schwarzschild, Avi and Cembalest, Max and Rao, Karthik and Hines, Keegan and Dickerson, John},
  journal={arXiv preprint arXiv:2303.13299},
  year={2023}
}",,No,
Google Scholar,Operational machine learning for the postprocessing of surface wind forecasts,2023,0,"Nerini, Daniele and Zanetta, Francesco and Schaer, Mathieu and Bhend, Jonas and Spirig, Christoph and Moret, Lionel and Liniger, Mark A",,techreport,,,"@techreport{nerini2023operational,
  title={Operational machine learning for the postprocessing of surface wind forecasts},
  author={Nerini, Daniele and Zanetta, Francesco and Schaer, Mathieu and Bhend, Jonas and Spirig, Christoph and Moret, Lionel and Liniger, Mark A},
  year={2023},
  institution={Copernicus Meetings}
}",,No,
